172,69
172,53
172,37
180,29
172,29
172,21
156,25
162,9
148,9
136,9
132,21
120,9
128,9
124,21
124,29
124,37
124,45
124,53
132,61
124,61
132,81
124,77
124,69
140,65
124,85
104,89
104,97
104,81
104,73
104,65
104,57
104,49
88,49
104,41
104,33
104,25
104,17
92,9
80,9
64,41
56,49
72,9
80,25
72,25
72,49
72,41
80,25
80,41
56,25
56,33
64,21
56,9
56,17
44,27
44,11
56,41
44,35
32,25
32,17
24,17
16,25
24,25
16,17
32,41
8,49
24,45
8,57
8,41
16,57
8,65
32,57
44,43
40,63
32,49
40,51
32,65
48,63
56,65
56,57
56,73
48,51
48,73
32,73
40,73
48,83
40,83
56,81
56,89
32,89
24,89
8,81
8,73
32,81
8,97
8,89
16,109
8,109
16,97
32,97
40,99
56,97
56,105
40,113
48,99
32,121
32,113
40,129
40,121
56,113
32,137
56,121
32,129
56,137
56,129
40,145
56,145
40,137
32,145
40,153
56,153
40,169
40,161
32,169
32,153
32,161
56,169
56,161
64,157
64,165
80,157
90,165
104,169
104,161
104,153
104,145
104,137
104,129
104,121
104,113
104,105
124,109
124,101
124,93
124,117
124,125
132,137
140,145
132,145
116,161
124,145
140,137
132,169
116,145
124,169
140,169
148,169
156,169
172,169
164,169
172,145
156,137
164,145
148,145
148,137
164,137
156,145
172,117
172,125
172,109
180,125
180,117
180,109
180,101
172,101
180,77
180,85
188,93
172,93
180,93
148,85
164,81
172,85
196,101
204,109
212,117
196,145
212,145
204,145
188,145
212,169
196,161
204,169
188,169
196,169
228,169
236,169
220,169
228,161
220,145
256,157
228,145
236,145
246,141
246,157
256,141
288,149
288,129
280,133
270,133
260,129
252,125
228,125
220,125
228,117
228,109
228,101
228,85
228,93
236,101
236,85
236,93
252,101
260,93
268,97
260,109
280,109
276,101
288,109
284,101
284,93
276,93
260,85
276,77
284,77
284,85
276,85
260,61
260,77
260,69
276,53
276,61
284,53
284,61
284,69
276,69
260,53
260,45
260,37
260,29
252,21
236,21
228,21
236,29
228,29
236,37
228,37
236,45
228,45
228,53
236,53
236,61
228,69
228,61
236,69
228,77
236,77
220,73
212,65
204,57
196,49
180,21
180,37
172,45
180,45
188,41
180,61
180,53
172,61
180,69
172,77
172,69
