32,161
40,153
40,161
32,169
40,169
56,169
56,161
64,165
64,157
56,153
40,145
56,137
56,145
80,157
104,153
124,169
104,169
90,165
104,161
104,145
104,137
104,129
104,121
124,125
132,145
124,145
116,145
116,161
132,169
140,169
148,169
156,169
164,169
172,145
188,145
212,145
204,145
196,145
180,109
180,101
172,101
172,109
180,125
180,117
172,117
172,125
164,137
148,137
156,137
140,137
132,137
140,145
148,145
156,145
164,145
172,169
188,169
196,161
196,169
204,169
212,169
220,169
228,169
236,169
228,161
246,157
236,145
256,157
256,141
288,149
288,129
280,133
270,133
260,129
246,141
252,125
260,109
252,101
260,85
236,93
236,101
260,93
268,97
276,85
276,93
276,101
280,109
288,109
284,101
284,93
284,85
284,77
276,77
284,69
284,61
276,69
276,61
276,53
284,53
260,29
252,21
236,21
228,21
228,29
228,37
236,29
236,37
236,45
228,45
228,53
236,61
236,69
228,77
236,85
228,85
228,69
228,61
236,53
260,37
260,45
260,53
260,61
260,69
260,77
236,77
228,93
212,117
228,101
228,109
228,117
228,125
228,145
220,145
220,125
204,109
196,101
180,93
172,93
172,85
188,93
180,85
180,77
172,77
172,69
172,61
180,53
172,53
156,25
132,21
124,21
124,29
136,9
128,9
120,9
148,9
162,9
172,21
180,21
172,29
180,29
180,37
172,37
172,45
180,45
188,41
204,57
180,61
196,49
220,73
212,65
180,69
164,81
148,85
124,117
124,109
124,101
124,93
104,97
104,105
104,113
56,105
56,97
56,89
56,81
48,73
56,73
48,83
40,83
32,81
40,73
40,63
48,63
48,51
56,57
56,49
56,65
88,49
104,57
124,77
124,69
132,61
124,53
124,61
140,65
132,81
124,85
104,89
104,81
104,73
104,65
124,45
124,37
104,49
104,41
104,33
72,49
56,41
64,41
72,41
80,41
80,25
80,25
72,9
80,9
92,9
104,17
104,25
72,25
64,21
56,17
56,9
44,11
44,27
56,25
56,33
44,35
44,43
40,51
32,41
24,25
32,25
32,17
24,17
16,17
16,25
8,41
8,49
8,57
24,45
32,49
32,57
32,65
32,73
16,57
8,65
8,73
8,81
8,89
8,97
16,97
8,109
16,109
32,129
32,121
32,89
24,89
32,97
40,99
32,113
40,113
48,99
56,113
40,121
56,129
56,121
40,129
40,137
32,137
32,145
32,153
32,161
