40,51
48,51
16,17
40,153
124,125
32,169
40,145
40,129
72,49
172,45
180,125
156,145
256,157
260,77
228,21
228,37
236,69
260,93
284,85
236,61
276,53
260,109
276,101
246,157
180,117
228,69
180,45
124,45
148,85
228,93
252,125
204,169
220,169
212,145
196,161
204,109
180,77
228,45
284,101
228,77
140,145
124,93
16,97
56,121
56,169
32,145
40,137
56,145
56,113
72,9
136,9
104,73
180,101
180,109
124,169
40,99
56,105
104,89
124,145
56,153
64,165
104,153
148,137
196,169
228,161
252,101
236,85
260,37
260,45
260,129
270,133
276,61
284,69
288,129
284,77
284,53
204,145
220,73
180,29
260,29
276,69
276,85
188,169
44,11
56,73
104,41
104,17
56,57
32,137
40,113
56,137
32,129
8,73
56,89
220,145
188,145
236,145
284,93
284,61
80,25
32,73
48,63
64,41
56,81
172,85
172,37
236,21
260,53
172,29
228,53
236,29
228,117
172,101
124,29
88,49
104,105
56,161
236,45
156,25
172,61
180,93
246,141
280,133
172,109
228,169
228,109
236,101
260,85
276,93
288,109
260,61
268,97
236,169
48,99
32,17
32,25
8,57
16,57
40,83
40,73
24,89
32,49
124,21
80,9
104,57
124,53
124,61
116,161
156,137
116,145
56,9
44,35
104,113
104,49
32,57
32,121
132,137
124,109
132,81
124,37
124,101
172,77
280,109
228,145
212,169
164,169
72,25
56,25
80,25
48,73
72,41
56,17
140,137
220,125
164,81
196,101
90,165
164,145
228,125
236,37
228,61
172,53
104,33
104,121
104,145
32,113
8,109
40,169
104,161
228,85
196,49
104,25
132,21
180,85
188,93
128,9
172,93
164,137
140,169
172,117
212,65
188,41
180,21
148,9
104,137
44,43
24,45
24,25
32,41
8,41
8,81
180,69
252,21
180,61
204,57
124,117
148,145
148,169
104,81
124,69
132,61
80,41
104,97
104,169
132,145
196,145
172,145
172,125
140,65
120,9
162,9
64,157
32,161
32,81
40,63
32,97
24,17
56,97
56,65
64,21
44,27
8,65
56,33
124,85
104,129
40,161
80,157
132,169
156,169
236,53
228,29
260,69
288,149
276,77
236,93
228,101
256,141
236,77
212,117
172,169
172,69
124,77
56,49
92,9
32,153
8,97
8,49
48,83
32,89
56,129
40,121
8,89
16,109
32,65
180,53
180,37
172,21
104,65
56,41
16,25
40,51
