24,89
80,25
80,25
236,45
180,77
188,93
212,145
148,145
172,125
116,145
148,169
204,169
172,145
260,77
284,85
236,93
280,109
268,97
284,101
220,125
220,169
228,109
276,69
280,133
236,85
188,169
180,101
148,137
172,37
236,169
132,145
104,153
104,81
148,9
228,45
252,21
162,9
276,77
276,61
228,85
172,77
172,93
228,125
276,53
260,37
284,77
124,93
104,49
44,35
56,25
48,73
40,99
16,17
16,57
48,51
56,97
72,25
40,113
32,137
196,49
180,29
188,41
124,145
90,165
40,121
56,113
32,89
104,169
124,169
116,161
196,161
156,145
132,137
124,45
172,117
148,85
228,145
172,53
172,29
260,129
276,101
260,93
228,93
236,61
284,69
260,69
236,53
180,37
204,145
40,83
8,73
32,57
24,45
44,43
180,117
288,109
260,61
88,49
56,89
140,169
56,105
172,61
180,45
172,101
124,37
172,85
104,129
56,161
40,145
56,81
124,77
72,9
124,69
172,109
196,101
228,101
212,169
164,145
212,65
228,37
180,53
124,85
56,49
48,99
32,113
64,41
80,41
104,25
136,9
124,21
236,37
236,69
260,45
104,33
180,93
172,69
180,85
196,169
246,157
172,169
164,169
8,109
104,89
180,125
228,161
196,145
228,169
236,145
260,109
288,129
228,69
284,61
228,77
246,141
220,145
164,81
212,117
256,141
228,117
204,109
228,61
220,73
8,57
24,25
16,25
32,17
72,49
32,49
32,65
104,57
140,65
132,81
56,17
8,89
204,57
256,157
288,149
270,133
260,85
276,85
260,53
228,53
124,53
156,25
56,9
40,63
32,25
8,49
104,41
228,21
236,101
284,53
172,21
180,69
252,125
252,101
236,29
236,77
284,93
276,93
124,125
40,73
40,137
64,157
40,153
56,145
132,169
32,161
32,81
56,73
32,121
56,33
56,41
32,73
56,121
104,97
104,17
44,27
48,63
56,129
56,65
128,9
132,21
156,137
140,137
188,145
180,109
164,137
124,117
40,129
32,145
32,41
8,65
16,97
8,81
32,153
40,169
104,121
80,157
104,145
180,61
156,169
104,161
140,145
180,21
124,29
124,61
120,9
64,21
44,11
72,41
40,51
8,41
24,17
104,65
80,9
132,61
56,57
16,109
32,129
56,153
32,169
124,101
104,137
124,109
104,105
104,113
56,169
40,161
64,165
48,83
56,137
8,97
228,29
260,29
236,21
172,45
92,9
104,73
32,97
24,89
