228,61
228,53
236,53
276,77
284,77
284,85
276,85
260,77
260,69
260,61
228,77
236,77
236,85
236,93
228,85
228,93
228,109
212,117
228,117
228,125
220,125
204,145
196,145
156,137
148,137
148,145
156,145
164,137
172,145
188,145
156,169
148,169
132,169
116,161
124,169
140,169
140,145
140,137
124,145
132,145
164,145
196,161
212,145
220,145
228,145
236,145
256,141
246,141
252,125
270,133
260,129
246,157
228,161
228,169
220,169
212,169
204,169
172,169
164,169
188,169
196,169
236,169
256,157
288,149
288,129
276,93
284,93
284,101
276,101
280,109
288,109
280,133
260,109
252,101
260,93
268,97
260,85
236,101
228,101
204,109
196,101
180,125
172,125
172,117
172,109
180,117
180,109
188,93
180,85
180,77
180,53
180,45
172,45
180,69
172,77
172,85
172,93
172,101
180,101
180,93
228,69
236,61
284,69
284,61
284,53
276,53
260,37
260,53
276,69
276,61
260,45
260,29
252,21
236,37
236,45
228,45
228,37
236,29
236,21
172,53
180,21
172,21
180,29
172,29
180,37
162,9
172,37
228,29
228,21
124,53
124,61
104,65
124,69
132,81
124,101
124,109
124,125
124,117
132,137
104,145
104,153
104,161
80,157
104,129
104,121
104,105
56,129
56,121
48,99
40,113
40,121
32,113
16,97
16,109
32,121
32,129
40,129
32,161
64,165
64,157
56,161
56,153
32,153
32,137
40,137
32,145
32,169
40,169
40,161
40,145
56,137
56,145
40,153
56,169
90,165
104,169
104,137
116,145
104,113
104,97
104,89
104,81
104,73
56,97
56,105
56,113
24,89
8,89
8,81
32,65
32,73
40,73
56,89
56,81
48,63
48,51
40,51
44,43
56,41
56,49
56,57
72,49
80,25
80,25
92,9
104,17
104,25
124,29
124,37
124,45
104,41
104,49
104,57
56,65
56,73
48,73
48,83
40,83
32,81
32,89
40,99
32,97
8,109
8,97
8,73
8,65
16,57
8,57
32,57
40,63
32,49
24,45
32,41
24,25
8,49
8,41
16,25
16,17
24,17
32,25
32,17
44,11
56,9
56,17
44,27
44,35
56,33
56,25
64,21
80,9
72,9
72,25
64,41
72,41
80,41
88,49
104,33
124,21
132,21
148,9
136,9
120,9
128,9
156,25
132,61
124,77
124,93
124,85
140,65
164,81
148,85
172,69
172,61
180,61
188,41
196,49
204,57
212,65
220,73
236,69
228,61
