236,145
246,141
252,125
270,133
280,133
288,149
288,129
288,109
280,109
284,101
276,101
268,97
260,109
252,101
260,93
260,85
276,77
276,85
284,85
284,77
284,69
276,69
284,61
276,61
276,53
260,61
260,69
260,77
236,93
236,101
228,93
228,85
236,85
228,77
236,77
236,69
228,69
228,61
236,61
236,53
228,53
228,45
236,45
260,53
260,45
260,37
260,29
252,21
236,21
228,21
228,29
236,29
236,37
228,37
204,57
212,65
180,101
124,125
124,117
104,97
104,105
104,121
80,157
64,165
64,157
56,153
56,161
56,169
40,169
32,169
32,161
40,161
40,153
32,153
32,145
40,145
56,145
56,137
56,129
40,129
40,137
32,137
32,129
32,121
32,113
40,113
40,121
56,121
56,113
56,105
56,97
48,99
40,99
32,97
16,109
8,109
16,97
8,97
8,89
8,81
24,89
32,89
32,81
40,83
48,83
56,89
56,81
56,73
48,73
56,65
56,57
48,63
40,73
32,73
32,65
40,63
48,51
40,51
32,49
32,57
16,57
8,73
8,65
8,57
8,49
8,41
24,45
32,41
16,25
16,17
24,17
24,25
32,25
32,17
44,11
56,9
56,17
56,25
56,33
44,27
44,35
44,43
56,49
56,41
64,41
72,41
72,49
88,49
80,41
80,25
80,25
72,25
64,21
72,9
80,9
92,9
104,17
104,25
104,33
104,41
104,49
124,29
124,37
124,45
124,53
124,61
132,61
124,69
104,57
104,65
104,73
104,81
104,89
124,109
124,101
124,93
124,85
124,77
132,81
148,85
140,65
132,21
124,21
120,9
128,9
136,9
148,9
162,9
156,25
172,21
180,21
180,29
172,29
172,37
172,45
180,45
180,37
188,41
196,49
180,53
172,53
172,61
180,61
172,69
180,69
180,77
172,77
164,81
172,85
180,85
188,93
180,93
172,93
172,101
172,109
180,117
180,109
196,101
204,109
220,73
284,53
284,93
276,93
228,101
228,109
228,117
212,117
220,125
228,125
260,129
256,141
256,157
246,157
236,169
228,169
220,169
228,161
228,145
220,145
212,145
204,145
212,169
204,169
196,161
196,169
188,169
172,169
196,145
188,145
180,125
172,117
172,125
164,137
172,145
164,145
156,145
156,137
148,137
148,145
140,137
132,137
124,145
132,145
140,145
164,169
156,169
148,169
140,169
132,169
124,169
116,161
104,169
90,165
104,161
104,153
116,145
104,145
104,137
104,129
104,113
236,145
