228,169
236,145
236,169
256,157
228,161
256,141
246,141
270,133
280,133
260,129
288,149
252,125
288,129
280,109
260,109
252,101
284,101
276,85
268,97
276,101
288,109
284,93
260,69
260,93
276,93
260,77
260,85
284,85
276,77
276,69
284,69
284,77
284,61
276,53
284,53
260,37
260,45
260,53
276,61
260,61
260,29
236,21
252,21
228,29
236,45
228,45
236,29
228,21
228,37
236,37
228,61
228,53
204,57
228,77
220,73
236,53
196,49
212,65
236,77
228,69
236,61
236,69
228,85
236,93
228,109
228,101
212,117
204,109
236,101
228,93
236,85
228,117
220,125
228,125
246,157
228,145
204,169
204,145
220,169
196,169
196,145
212,145
220,145
212,169
188,169
196,161
188,145
180,101
180,109
180,93
196,101
188,93
172,101
172,109
180,125
172,117
132,169
180,117
164,145
164,137
156,145
156,137
172,125
140,169
172,169
148,145
172,145
164,169
124,145
148,169
156,169
124,169
140,145
116,145
116,161
132,145
140,137
148,137
132,137
124,125
124,117
148,85
180,77
180,85
172,93
172,77
172,85
164,81
180,69
172,69
180,61
172,53
180,45
180,37
172,61
172,45
180,53
156,25
188,41
180,29
180,21
172,29
172,21
172,37
162,9
148,9
124,29
120,9
132,21
124,21
128,9
136,9
104,49
104,17
104,25
104,33
124,37
124,53
124,61
140,65
104,57
124,77
132,81
124,69
104,41
104,65
124,45
132,61
104,73
104,97
104,81
124,101
124,93
124,85
124,109
104,113
104,89
104,105
104,121
104,129
104,137
104,145
104,161
104,153
104,169
90,165
80,157
64,157
56,169
56,161
64,165
56,153
40,169
32,169
40,161
32,153
56,145
32,161
40,145
32,137
56,137
40,153
40,129
40,137
32,129
32,145
56,129
56,113
56,121
32,113
48,83
40,121
32,121
56,105
40,113
32,97
40,99
16,97
8,81
8,109
8,97
16,109
40,83
56,89
8,89
32,89
48,99
56,97
56,81
24,89
40,63
56,65
48,63
32,73
48,73
56,73
56,57
40,73
32,65
8,73
8,49
32,81
8,65
32,49
40,51
16,57
24,45
8,41
8,57
32,41
44,43
32,57
48,51
24,25
16,25
24,17
16,17
32,17
44,11
32,25
72,25
72,41
80,25
44,35
44,27
56,9
80,9
56,25
80,25
80,41
64,21
56,33
92,9
56,41
64,41
72,9
56,17
72,49
56,49
88,49
228,169
