228,169
228,161
236,169
236,145
246,141
260,129
256,157
288,149
256,141
252,125
280,133
288,129
268,97
270,133
260,109
284,101
284,93
260,93
276,101
288,109
280,109
252,101
260,77
276,93
276,77
284,77
276,85
284,85
284,69
260,53
260,85
276,69
276,61
260,69
276,53
260,45
284,53
284,61
260,61
260,37
252,21
236,21
260,29
228,21
236,29
228,29
228,37
236,37
228,61
228,45
236,45
196,49
228,69
204,57
212,65
220,73
236,53
228,53
228,77
228,85
236,77
236,61
236,69
236,93
236,101
228,93
236,85
228,109
204,109
228,125
228,117
228,101
220,125
212,117
228,145
246,157
212,145
220,169
220,145
196,145
196,161
204,145
212,169
204,169
188,169
196,169
188,145
180,101
188,93
180,93
180,109
196,101
172,109
180,125
172,117
172,101
172,125
180,117
164,137
172,145
156,145
172,169
148,145
132,137
140,169
164,145
164,169
132,169
124,169
148,169
156,169
140,137
148,137
116,161
140,145
156,137
124,145
116,145
132,145
124,125
124,117
148,85
172,77
180,85
164,81
172,93
180,69
172,85
172,53
180,61
180,77
172,61
188,41
180,45
180,37
172,29
172,37
172,45
180,53
172,69
180,29
156,25
180,21
172,21
162,9
148,9
124,29
136,9
132,21
128,9
120,9
104,49
104,41
104,17
104,33
104,25
124,21
124,53
124,45
140,65
124,37
104,57
124,109
124,69
104,73
104,65
124,61
132,61
132,81
104,81
104,97
124,77
124,93
104,113
124,101
104,89
124,85
104,105
104,121
104,129
104,137
104,145
104,153
104,161
104,169
90,165
80,157
64,165
56,161
56,169
56,153
32,161
40,145
64,157
40,161
40,169
56,137
32,169
40,153
32,153
56,129
56,145
40,137
32,137
40,121
32,145
40,129
16,109
56,121
32,129
56,113
32,121
32,113
40,113
16,97
48,99
8,81
8,89
32,97
8,109
8,97
40,83
56,73
56,105
56,97
32,89
40,99
24,89
56,81
56,65
56,89
48,83
48,73
40,73
56,57
40,63
48,63
32,73
32,81
8,73
8,57
8,49
16,57
32,41
24,45
32,65
40,51
32,57
32,49
44,27
48,51
24,25
16,25
16,17
8,65
8,41
44,43
44,35
32,25
24,17
56,9
56,17
56,25
56,33
32,17
72,25
80,9
64,21
56,41
80,25
44,11
80,41
72,41
80,25
92,9
72,9
72,49
56,49
64,41
88,49
228,169
